ACCIDENT_NO,NODE_ID,NODE_TYPE,VICGRID94_X,VICGRID94_Y,LGA_NAME,LGA_NAME_ALL,REGION_NAME,DEG_URBAN_NAME,Lat,Long,POSTCODE_NO,ACCIDENTDATE,ACCIDENTTIME,ACCIDENT_TYPE,Accident Type Desc,DAY_OF_WEEK,Day Week Description,DCA_CODE,DCA Description,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,Light Condition Desc,NODE_ID,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,Road Geometry Desc,SEVERITY,SPEED_ZONE
T20060003032,202304,N,2255630.881,2772807.606,MILDURA,MILDURA,WESTERN REGION,RURAL_VICTORIA,-34.51090002,142.3405677,3494,21/2/06,0:01:00,8,No collision and no object struck,3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,VCS,9,671,P,4,3,Dark Street lights on,202309,1,2,1,1,0,0,2,5,Not at intersection,2,60
T20060003034,22646,I,2181160.003,2692213.611,MILDURA,MILDURA,WESTERN REGION,RURAL_VICTORIA,-35.21490469,141.4985065,3490,13/2/06,7:00:00,1,Collision with vehicle,2,Monday,145,REVERSING IN STREAM OF TRAFFIC               ,MEL,40,60,E,1,2,Dusk/Dawn,203135,2,2,0,1,0,1,2,5,Not at intersection,3,999
T20060003035,205421,N,2209521.187,2428809.449,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,SMALL_TOWNS,-37.5962997,141.7097799,3315,22/1/06,8:30:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,18,H,5,1,Day,44208,2,2,0,1,0,1,1,4,Multiple intersection,3,60
T20060003038,232652,N,2501248.752,2398756.137,BAYSIDE,BAYSIDE,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.91231944,145.0142009,3187,15/1/06,15:55:00,1,Collision with vehicle,1,Sunday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,441,H,2,1,Day,202321,2,5,1,1,0,3,1,5,Not at intersection,2,100
T20060003040,202272,N,2509458.269,2384884.133,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.0372505,145.1077386,3196,22/1/06,9:30:00,6,Vehicle overturned (no collision),1,Sunday,172,OFF CARRIAGEWAY TO RIGHT                  ,VCS,9,11,J,3,1,Day,202310,1,2,1,1,0,0,1,5,Not at intersection,3,100
T20060003051,202305,N,2379766.303,2519859.498,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,WESTERN REGION,RURAL_VICTORIA,-36.81334981,143.6522811,3472,20/2/06,15:00:00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,99,H,11,1,Day,205423,2,2,0,1,0,1,2,5,Not at intersection,3,60
T20060003053,35841,I,2398404.851,2438349.183,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.55004552,143.8501467,3350,19/2/06,10:00:00,6,Vehicle overturned (no collision),1,Sunday,180,OFF CARRIAGEWAY ON RIGHT BEND                ,VCS,9,35,F,8,1,Day,203136,1,1,0,1,0,0,2,5,Not at intersection,3,100
T20060003061,202306,N,2455774.695,2500699.015,BENDIGO,"BENDIGO,MOUNT ALEXANDER",NORTHERN REGION,RURAL_VICTORIA,-36.99266021,144.5031218,3444,1/1/06,1:50:00,1,Collision with vehicle,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,40,E,12,3,Dark Street lights on,25971,2,1,0,1,0,0,1,5,Not at intersection,2,100
T20060003062,55532,I,2490917.967,2410406.273,MARIBYRNONG,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80730978,144.896862,3011,20/2/06,17:15:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,5,K,4,1,Day,203137,3,3,0,1,0,2,2,5,Not at intersection,3,80
T20060003063,35320,I,2511905.329,2372738.143,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.14664407,145.1358103,3199,12/1/06,6:55:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,514,H,5,2,Dusk/Dawn,50667,1,1,1,0,0,0,1,1,Cross intersection,2,70
T20060003067,44463,I,2443197.275,2371989.318,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.15172483,144.351973,3220,20/1/06,17:45:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,VCS,9,19,B,4,2,Dusk/Dawn,202311,2,2,0,1,0,1,1,5,Not at intersection,3,100
T20060003068,210385,N,2486621.948,2408465.78,HOBSONS BAY,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.82474182,144.8480401,3012,21/2/06,11:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,285,K,10,1,Day,203156,4,6,0,1,0,5,1,5,Not at intersection,3,90
T20060003073,203131,N,2515140.596,2402616.465,MONASH,MONASH,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87741646,145.1721005,3150,30/1/06,7:10:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,28,H,4,1,Day,202280,2,1,0,1,0,0,1,1,Cross intersection,3,50
T20060003074,517,I,2520730.342,2411882.985,MAROONDAH,MAROONDAH,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.79381789,145.2353775,3134,20/2/06,7:05:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,164,H,8,2,Dusk/Dawn,203138,1,1,0,1,0,0,1,5,Not at intersection,3,50
T20060003076,203093,N,2523495.428,2385284.942,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.03339024,145.2676218,3976,25/1/06,14:43:00,1,Collision with vehicle,4,Wednesday,142,LEAVING PARKING                       ,MEL,40,30,F,5,1,Day,37945,2,2,0,1,0,1,1,2,T intersection,3,50
T20060003078,205408,N,2497026.205,2409578.09,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81481133,144.9662254,3000,5/1/06,10:15:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,38,D,7,1,Day,202319,1,1,1,0,0,0,1,5,Not at intersection,3,100
T20060003087,211631,N,2534974.455,2518540.562,STRATHBOGIE,STRATHBOGIE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.83225766,145.3921192,3665,21/2/06,9:50:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,46,B,2,1,Day,39097,3,3,0,1,0,2,1,1,Cross intersection,3,60
T20060003093,205409,N,2496787.892,2409404.368,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81637578,144.9635181,3000,3/1/06,17:30:00,1,Collision with vehicle,3,Tuesday,140,U TURN                           ,VCS,9,535,P,8,1,Day,22397,2,2,0,1,0,1,9,2,T intersection,3,50
T20060003094,203094,N,2368439.277,2350375.639,COLAC OTWAY,COLAC OTWAY,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.33879985,143.49531,3249,24/1/06,8:55:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,MEL,40,29,G,9,1,Day,45632,2,2,0,1,0,1,1,2,T intersection,3,60
T20060003100,35707,I,2493235.251,2413800.25,MOONEE VALLEY,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.77674937,144.9232088,3032,16/1/06,17:12:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH                        ,MEL,40,206,B,6,1,Day,44360,2,2,0,2,0,0,1,2,T intersection,3,70
T20060003102,203132,N,2523353.399,2393589.02,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.9585801,145.26574,3802,19/2/06,17:00:00,1,Collision with vehicle,1,Sunday,131,LEFT REAR                          ,MEL,40,19,G,8,1,Day,1211,2,3,0,1,0,2,2,1,Cross intersection,3,60
T20060003109,52542,I,2238660.709,2803361.041,MILDURA,MILDURA,WESTERN REGION,SMALL_CITIES,-34.23141728,142.1658857,3498,21/2/06,12:15:00,8,No collision and no object struck,3,Tuesday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND)           ,VCS,9,48,G,6,1,Day,203157,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060003113,203096,N,2486192.436,2408407.372,HOBSONS BAY,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8252618,144.8431603,3025,25/1/06,1:00:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,8,J,7,3,Dark Street lights on,202312,1,1,0,1,0,0,1,5,Not at intersection,3,50
T20060003114,10381,N,2498492.368,2404977.142,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.85626922,144.9828678,3182,20/2/06,12:10:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,85,D,5,1,Day,205424,1,1,0,1,0,0,1,5,Not at intersection,3,100
T20060003115,203133,N,2510141.537,2423678.981,NILLUMBIK,NILLUMBIK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.68770803,145.1149879,3088,15/2/06,15:20:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2P,F,9,1,Day,203158,2,2,0,1,0,1,2,5,Not at intersection,3,60
T20060003118,203134,N,2388276.197,2486833.411,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,WESTERN REGION,RURAL_VICTORIA,-37.11201009,143.7427698,3465,21/2/06,11:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,91A,E,5,1,Day,232388,2,3,0,1,0,2,1,5,Not at intersection,3,60
T20060003127,202322,N,2429866.451,2365148.041,SURF COAST,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.21243872,144.19924,3240,4/1/06,23:23:00,6,Vehicle overturned (no collision),4,Wednesday,170,OFF CARRIAGEWAY TO LEFT                   ,MEL,40,53,G,4,3,Dark Street lights on,202320,1,1,1,0,0,0,1,5,Not at intersection,2,70
T20060003129,26006,N,2256602.281,2781851.075,MILDURA,MILDURA,WESTERN REGION,RURAL_VICTORIA,-34.42971801,142.3538687,3494,25/1/06,23:30:00,2,Struck Pedestrian,4,Wednesday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,VCS,9,586,J,2,3,Dark Street lights on,55442,1,4,1,0,0,3,1,2,T intersection,3,50
T20060003131,203154,N,2473387.246,2404052.61,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.86421947,144.6975501,3029,22/1/06,3:50:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,586,C,5,3,Dark Street lights on,202313,1,2,1,1,0,0,1,5,Not at intersection,3,50
T20060003132,202323,N,2473592.066,2392056.083,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.97230909,144.6994474,3030,31/1/06,9:30:00,6,Vehicle overturned (no collision),3,Tuesday,172,OFF CARRIAGEWAY TO RIGHT                  ,VCS,9,43,F,8,1,Day,202314,1,1,0,1,0,0,1,5,Not at intersection,3,100
T20060003134,202207,N,2474167.844,2461282.004,MACEDON RANGES,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.34856506,144.7084135,3434,21/2/06,13:43:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,67,G,12,1,Day,55538,1,4,2,1,0,1,1,2,T intersection,2,50
T20060003135,202324,N,2255394.059,2522386.104,HORSHAM,HORSHAM,WESTERN REGION,RURAL_VICTORIA,-36.76651749,142.2595621,3401,20/2/06,11:00:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,100,C,4,1,Day,203129,1,2,0,2,0,0,1,5,Not at intersection,3,100
T20060003136,44024,I,2514608.947,2357413.577,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.28465353,145.1669584,3915,26/1/06,5:30:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,14,B,9,2,Dusk/Dawn,202301,1,2,0,1,0,1,1,5,Not at intersection,3,100
T20060003137,202308,N,2491783.442,2429215.141,HUME,HUME,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.637843,144.9068994,3059,14/1/06,12:40:00,8,No collision and no object struck,7,Saturday,170,OFF CARRIAGEWAY TO LEFT                   ,VCS,9,673,M,4,1,Day,55445,2,2,0,1,0,1,2,2,T intersection,3,50
T20060003137,202308,N,2491783.442,2429215.141,HUME,HUME,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.637843,144.9068994,3059,17/2/06,22:00:00,1,Collision with vehicle,6,Friday,132,RIGHT REAR.                         ,MEL,40,29,E,4,3,Dark Street lights on,45571,2,2,0,1,0,1,1,2,T intersection,3,60
T20060003139,201524,N,2450683.019,2382525.457,GEELONG,GEELONG,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.05723699,144.4380806,3212,27/1/06,12:30:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,16,A,6,1,Day,202315,2,1,0,1,0,0,1,1,Cross intersection,3,50
T20060003140,205410,N,2527536.082,2389702.551,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.99348004,145.3134803,3804,21/2/06,8:00:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2M,D,1,1,Day,205425,2,3,0,1,0,2,2,5,Not at intersection,3,80
T20060003141,55444,N,2511840.931,2565219.136,SHEPPARTON,SHEPPARTON,NORTH EASTERN REGION,RURAL_VICTORIA,-36.41213995,145.1320305,3617,20/2/06,14:42:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,55,H,2,1,Day,203159,1,2,0,2,0,0,1,5,Not at intersection,3,100
T20060003143,55430,I,2591601.462,2609281.349,MOIRA,MOIRA,NORTH EASTERN REGION,TOWNS,-36.01069676,146.0161061,3730,21/2/06,15:20:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,32,E,6,1,Day,38250,2,2,1,0,0,1,1,2,T intersection,2,70
T20060003144,55446,I,2466974.964,2400996.969,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8915443,144.6245392,3024,21/2/06,16:05:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,26,K,10,1,Day,203160,2,3,0,1,0,2,1,5,Not at intersection,3,70
T20060003145,43873,I,2520219.766,2375479.213,CASEY,"CASEY,FRANKSTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.12180652,145.2305814,3977,21/2/06,11:00:00,1,Collision with vehicle,3,Tuesday,132,RIGHT REAR.                         ,VCS,9,565,S,1,1,Day,52753,2,2,0,1,0,1,2,2,T intersection,3,60
T20060003146,39210,I,2508547.813,2410793.128,BOROONDARA,BOROONDARA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.80382925,145.0970668,3103,21/2/06,18:00:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,MEL,40,2B,J,2,1,Day,36387,2,2,0,1,0,1,1,2,T intersection,3,60
T20060003147,50190,I,2450725.909,2368593.933,GEELONG,GEELONG,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.18274283,144.4376316,3224,21/2/06,14:55:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,VCS,9,31,H,8,1,Day,53502,2,2,1,0,0,1,1,1,Cross intersection,2,80
T20060003149,202205,N,2527959.073,2566369.672,SHEPPARTON,SHEPPARTON,NORTH EASTERN REGION,RURAL_VICTORIA,-36.40143209,145.3117105,3629,21/2/06,18:15:00,2,Struck Pedestrian,3,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,1A,H,1,1,Day,203161,1,2,1,0,0,1,1,5,Not at intersection,2,50
T20060003152,29784,I,2493715.642,2428920.91,HUME,HUME,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.64050924,144.9287904,3064,20/2/06,8:50:00,1,Collision with vehicle,2,Monday,143,ENTERING PARKING                      ,MEL,40,100A,D,7,1,Day,205430,2,2,0,1,0,1,2,5,Not at intersection,3,50
T20060003153,202318,N,2250103.069,2544580.345,HORSHAM,HORSHAM,WESTERN REGION,RURAL_VICTORIA,-36.56518997,142.2076097,3401,21/2/06,16:00:00,1,Collision with vehicle,3,Tuesday,131,LEFT REAR                          ,MEL,40,31,F,3,1,Day,38135,2,3,0,2,0,1,2,1,Cross intersection,3,70
T20060003155,203155,N,2579271.82,2428668.104,YARRA RANGES,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.63943854,145.8982489,3799,21/2/06,20:45:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,933,F,4,3,Dark Street lights on,203130,1,1,0,1,0,0,1,5,Not at intersection,3,60
T20060003156,202283,N,2393420.95,2528960.079,LODDON,LODDON,NORTHERN REGION,RURAL_VICTORIA,-36.73298079,143.8065999,3551,21/2/06,16:45:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,451,F,6,1,Day,49997,2,2,0,2,0,0,1,2,T intersection,3,60
T20060003158,35583,I,2506906.177,2395173.377,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.94457381,145.0785712,3202,21/2/06,19:24:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,566,C,11,1,Day,203162,1,4,3,1,0,0,1,5,Not at intersection,2,50
T20060003160,215466,N,2502783.816,2398168.553,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.91761003,145.03166,3204,19/2/06,23:30:00,5,collision with some other object,1,Sunday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175  ,MEL,40,61,F,3,3,Dark Street lights on,40710,1,1,0,1,0,0,1,2,T intersection,3,60
T20060003162,202273,N,2500000,2582704.772,CAMPASPE,CAMPASPE,NORTHERN REGION,RURAL_VICTORIA,-36.2546231,145,3621,21/2/06,17:50:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,64,G,2,1,Day,40963,2,2,0,1,0,1,1,2,T intersection,3,70
T20060003163,55515,I,2475856.568,2595617.297,CAMPASPE,CAMPASPE,NORTHERN REGION,SMALL_CITIES,-36.13794211,144.731748,3564,22/1/06,7:10:00,7,Fall from or in moving vehicle,1,Sunday,190,FELL IN/FROM VEHICLE                    ,VCS,9,535,O,2,2,Dusk/Dawn,202316,1,3,0,1,0,2,2,5,Not at intersection,3,50
T20060003166,202276,N,2561138.632,2613081.771,MOIRA,MOIRA,NORTH EASTERN REGION,RURAL_VICTORIA,-35.97889,145.6779056,3644,13/1/06,12:50:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,101,H,3,1,Day,149917,1,2,1,0,0,1,1,5,Not at intersection,2,80
T20060003168,55116,I,2496914.995,2411825.271,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.79456369,144.9649718,3052,5/1/06,16:00:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE                     ,MEL,40,2J,A,2,1,Day,37375,2,2,1,0,0,1,1,1,Cross intersection,2,60
T20060003168,55116,I,2496914.995,2411825.271,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.79456369,144.9649718,3053,8/2/06,17:50:00,1,Collision with vehicle,4,Wednesday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,MEL,40,29,B,1,1,Day,206546,2,2,0,1,0,1,2,5,Not at intersection,3,60
T20060003169,202325,N,2479254.865,2403837.63,HOBSONS BAY,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.86630584,144.7642283,3028,8/1/06,11:15:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,VCS,9,566,B,7,1,Day,52831,2,2,0,2,0,0,1,1,Cross intersection,3,50
T20060003170,70797,I,2516547.808,2389749.139,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.99332125,145.1883854,3173,11/1/06,18:40:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,VCS,9,89,H,7,1,Day,16890,2,2,0,2,0,0,1,2,T intersection,3,100
T20060003171,55441,I,2504597.739,2576922.983,CAMPASPE,CAMPASPE,NORTHERN REGION,TOWNS,-36.30672074,145.0511962,3620,14/1/06,17:30:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,VCS,9,77,B,4,1,Day,26005,2,3,0,2,0,1,1,1,Cross intersection,3,100
T20060003172,201566,N,2475431.337,2435023.309,HUME,HUME,METROPOLITAN NORTH WEST REGION,SMALL_CITIES,-37.58521981,144.7218093,3429,5/1/06,23:00:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,77,J,11,3,Dark Street lights on,42248,2,2,0,1,0,1,1,1,Cross intersection,3,60
T20060003173,202309,N,2521613.475,2561901.259,SHEPPARTON,SHEPPARTON,NORTH EASTERN REGION,TOWNS,-36.44187003,145.2410911,3616,3/1/06,14:30:00,1,Collision with vehicle,3,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,VCS,9,525,N,9,1,Day,55447,2,2,1,0,0,1,1,2,T intersection,2,100
T20060003175,203135,N,2507398.152,2407629.846,BOROONDARA,BOROONDARA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83234035,145.0840432,3126,1/1/06,16:20:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,2M,F,2,1,Day,202060,1,1,0,1,0,0,1,5,Not at intersection,3,60
T20060003176,44208,I,2500694.957,2420733.76,DAREBIN,DAREBIN,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.71430073,145.0078824,3073,15/1/06,14:30:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,VCS,9,59,E,9,1,Day,202292,1,1,1,0,0,0,2,5,Not at intersection,2,999
T20060003180,202321,N,2442149.456,2377809.033,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.09923297,144.3404794,3214,22/2/06,8:50:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,67,F,1,1,Day,41170,2,2,1,0,0,1,1,2,T intersection,3,60
T20060003184,202310,N,2267147.512,2711845.225,MILDURA,MILDURA,WESTERN REGION,RURAL_VICTORIA,-35.06273411,142.4480603,3490,17/2/06,15:20:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,62,D,8,1,Day,93232,4,4,0,2,0,2,2,5,Not at intersection,3,80
T20060003186,205423,N,2512489.459,2374245.792,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.13305449,145.142448,3199,21/2/06,15:40:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,80,A,5,1,Day,10592,3,4,0,4,0,0,1,4,Multiple intersection,3,80
T20060003187,203136,N,2667726.25,2566261.798,INDIGO,INDIGO,NORTH EASTERN REGION,RURAL_VICTORIA,-36.38797189,146.8697383,3749,8/1/06,17:30:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,207,C,3,1,Day,55443,1,1,0,1,0,0,2,2,T intersection,3,60
T20060003188,25971,N,2483844.128,2408186.278,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.82721603,144.8164811,3026,12/1/06,7:00:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,40,A,12,2,Dusk/Dawn,202297,1,1,1,0,0,0,1,5,Not at intersection,2,70
T20060003190,203137,N,2489861.221,2426059.204,HUME,HUME,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.666261,144.8850759,3049,22/2/06,8:45:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,91,F,12,1,Day,29719,2,3,2,0,0,1,1,2,T intersection,2,80
T20060003193,50667,I,2279275.087,2344811.832,WARRNAMBOOL,WARRNAMBOOL,SOUTH WESTERN REGION,SMALL_CITIES,-38.37190534,142.4742125,3280,10/1/06,16:55:00,6,Vehicle overturned (no collision),3,Tuesday,180,OFF CARRIAGEWAY ON RIGHT BEND                ,VCS,9,100,B,3,1,Day,202298,1,1,0,1,0,0,1,5,Not at intersection,3,60
T20060003195,202311,N,2323983.712,2644400.071,BULOKE,BULOKE,NORTHERN REGION,RURAL_VICTORIA,-35.68240927,143.0556609,3530,4/1/06,8:15:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,1B,N,7,1,Day,29427,1,1,1,0,0,0,2,1,Cross intersection,2,40
T20060003196,203156,N,2544294.433,2413827.102,YARRA RANGES,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.77547806,145.5028098,3139,3/1/06,18:40:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,480,B,8,1,Day,202299,2,4,0,2,0,2,1,5,Not at intersection,3,100
