ACCIDENT_NO,NODE_ID,NODE_TYPE,VICGRID94_X,VICGRID94_Y,LGA_NAME,LGA_NAME_ALL,REGION_NAME,DEG_URBAN_NAME,Lat,Long,POSTCODE_NO,ACCIDENTDATE,ACCIDENTTIME,ACCIDENT_TYPE,Accident Type Desc,DAY_OF_WEEK,Day Week Description,DCA_CODE,DCA Description,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,Light Condition Desc,NODE_ID,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,Road Geometry Desc,SEVERITY,SPEED_ZONE
T20060000345,201447,N,2320459.707,2647673.387,BULOKE,BULOKE,NORTHERN REGION,RURAL_VICTORIA,-35.6522622,143.0174975,3531,24/1/06,8:35:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,103,B,5,1,Day,202856,2,2,0,1,0,1,1,5,Not at intersection,3,80
T20060000359,202829,N,2511711.403,2372127.288,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.1521495,145.1336079,3199,23/1/06,17:30:00,8,No collision and no object struck,2,Monday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175  ,MEL,40,96,F,7,1,Day,43282,1,1,0,1,0,0,2,1,Cross intersection,2,70
T20060000361,43141,I,2521549.728,2388691.478,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.00274736,145.2453596,3177,24/1/06,14:15:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,111,C,10,1,Day,29449,2,2,0,1,0,1,1,1,Cross intersection,3,80
T20060000363,43630,I,2526653.157,2384087.178,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.04409565,145.3036328,3805,15/1/06,14:00:00,7,Fall from or in moving vehicle,1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND)           ,VCS,9,97,F,4,1,Day,202860,2,3,1,2,0,0,1,5,Not at intersection,2,80
T20060000367,45973,I,2486165.072,2347189.451,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.37676143,144.8416931,3941,25/1/06,8:10:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,146,G,2,1,Day,277150,2,3,2,1,0,0,1,1,Cross intersection,2,100
T20060000371,202837,N,2516081.054,2393824.17,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.95661594,145.1829826,3174,24/1/06,17:15:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,95,D,7,1,Day,25,2,2,1,0,0,1,1,2,T intersection,3,80
T20060000381,202856,N,2514052.001,2371951.446,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.15370104,145.1603136,3199,25/1/06,13:25:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,106,F,4,1,Day,43594,2,4,2,0,0,2,1,2,T intersection,2,100
T20060000398,43282,N,2523599.812,2385838.51,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.02840043,145.2687929,3976,23/1/06,4:05:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,82,H,7,5,Dark No street lights,202930,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060000403,29449,I,2530035.28,2384499.119,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.0402811,145.3421447,3806,25/1/06,9:30:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,127,E,2,1,Day,205211,2,2,1,0,0,1,1,5,Not at intersection,2,50
T20060000408,202860,N,2613514.469,2372925.486,LATROBE,LATROBE,EASTERN REGION,RURAL_VICTORIA,-38.13807851,146.2948109,3825,25/1/06,13:15:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,96,C,3,1,Day,26130,1,2,0,2,0,0,1,9,Unknown,3,110
T20060000414,277150,N,2508105.673,2363402.559,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.23078409,145.0925692,3931,25/1/06,15:30:00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,MEL,40,107,B,4,1,Day,43599,2,2,0,1,0,1,1,1,Cross intersection,3,60
T20060000418,25,I,2518660.303,2385816.281,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.02871319,145.2125346,3175,25/1/06,14:15:00,4,Collision with a fixed object,4,Wednesday,146,REVERSING INTO FIXED OBJECT/PARKED VEHICLE         ,VCS,9,706,E,7,1,Day,26083,2,3,0,2,0,1,1,5,Not at intersection,3,50
T20060000424,43594,I,2511835.409,2367478.235,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.19402894,145.1350979,3199,25/1/06,5:30:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,693,R,7,2,Dusk/Dawn,26085,1,1,0,1,0,0,1,5,Not at intersection,3,50
T20060000426,202930,N,2675012.836,2402486.242,WELLINGTON,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-37.86223947,146.9890835,3860,25/1/06,3:50:00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,344,G,7,5,Dark No street lights,210834,2,4,1,0,2,1,1,5,Not at intersection,1,90
T20060000427,205211,N,2538821.787,2397449.374,CARDINIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.9232826,145.4415501,3782,22/1/06,23:00:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH                        ,MEL,40,79,K,12,3,Dark Street lights on,42513,2,3,0,1,0,2,2,1,Cross intersection,3,60
T20060000429,26130,N,2558905.624,2380523.775,CARDINIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-38.07471026,145.6713303,3814,26/1/06,8:00:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,170,A,3,1,Day,74369,1,1,1,0,0,0,1,5,Not at intersection,3,70
T20060000431,43599,I,2513955.912,2367308.641,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.19552717,145.159306,3911,25/1/06,20:45:00,7,Fall from or in moving vehicle,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,53,B,11,2,Dusk/Dawn,10586,1,1,0,1,0,0,2,1,Cross intersection,3,60
T20060000432,26083,I,2575061.19,2373694.628,BAW BAW,BAW BAW,EASTERN REGION,TOWNS,-38.13506334,145.8561416,3818,26/1/06,7:30:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,106,G,3,1,Day,202939,1,3,1,0,0,2,1,5,Not at intersection,2,80
T20060000434,26085,N,2682620.386,2375037.621,WELLINGTON,WELLINGTON,EASTERN REGION,SMALL_CITIES,-38.10801174,147.0823417,3850,26/1/06,12:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,42,C,12,1,Day,205214,3,6,1,0,0,5,1,5,Not at intersection,3,80
T20060000438,210834,N,2469097.67,2419819.067,MELTON,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.7220301,144.6494599,3335,26/1/06,13:15:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,80,J,10,1,Day,42603,3,3,0,1,0,2,1,2,T intersection,3,60
T20060000440,42513,I,2513213.186,2393212.784,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.96216943,145.1503608,3171,21/1/06,10:25:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,89,A,1,1,Day,202940,3,4,0,1,0,3,1,5,Not at intersection,3,60
T20060000440,42513,I,2513213.186,2393212.784,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.96216943,145.1503608,3172,26/1/06,16:30:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,VCS,9,693,P,7,1,Day,202942,2,2,0,1,0,1,2,5,Not at intersection,3,50
T20060000443,74369,N,2490333.577,2348179.111,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.3679001,144.8894046,3939,26/1/06,18:00:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,1A,F,10,1,Day,29420,2,2,1,0,0,1,1,1,Cross intersection,2,50
T20060000447,10586,I,2478890.287,2403370.331,HOBSONS BAY,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.87050791,144.7600715,3028,26/1/06,18:45:00,1,Collision with vehicle,5,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,2B,K,8,1,Day,203040,2,1,1,0,0,0,1,5,Not at intersection,2,50
T20060000448,202939,N,2511985.713,2367652.127,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.19246051,145.1368107,3199,26/1/06,19:10:00,1,Collision with vehicle,5,Thursday,114,TWO RIGHT TURNING (INTERSECTIONS ONLY)           ,VCS,9,712,B,11,2,Dusk/Dawn,55490,2,4,0,3,0,1,1,2,T intersection,3,50
T20060000455,205214,N,2491025.855,2407962.123,HOBSONS BAY,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.82933267,144.8980575,3015,26/1/06,21:30:00,1,Collision with vehicle,5,Thursday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,MEL,40,132,H,8,2,Dusk/Dawn,43873,2,2,1,0,0,1,1,2,T intersection,2,100
T20060000458,42603,I,2516792.911,2394201.162,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.95320684,145.191074,3174,26/1/06,19:25:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,130,B,10,1,Day,205217,2,5,5,0,0,0,1,5,Not at intersection,2,70
T20060000459,202940,N,2513817.497,2393117.073,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.96302293,145.1572394,3171,26/1/06,13:15:00,4,Collision with a fixed object,5,Thursday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,68,B,8,1,Day,210956,1,1,0,1,0,0,1,5,Not at intersection,2,100
T20060000459,202940,N,2513817.497,2393117.073,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.96302293,145.1572394,3172,27/1/06,12:20:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,1B,V,7,1,Day,36999,1,2,1,0,0,1,1,1,Cross intersection,2,50
T20060000462,202942,N,2681614.779,2375022.012,WELLINGTON,WELLINGTON,EASTERN REGION,SMALL_CITIES,-38.10834992,147.0708827,3850,2/1/06,16:10:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,47,A,6,1,Day,201553,1,2,1,0,1,0,1,5,Not at intersection,1,110
T20060000468,29420,I,2496479.808,2409044.898,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8196135,144.9600172,3000,27/1/06,13:00:00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,MEL,40,243,F,8,1,Day,205219,2,2,0,1,0,1,1,5,Not at intersection,3,100
T20060000468,29420,I,2496479.808,2409044.898,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.8196135,144.9600172,3000,27/1/06,14:10:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,2S,G,9,1,Day,38798,1,2,0,1,0,1,1,2,T intersection,3,50
T20060000470,203040,N,2497752.641,2411188.876,MELBOURNE,"MELBOURNE,YARRA",METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80030008,144.9744808,3053,27/1/06,14:15:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,60,B,5,1,Day,220462,1,1,0,1,0,0,1,5,Not at intersection,3,100
T20060000470,203040,N,2497752.641,2411188.876,MELBOURNE,"MELBOURNE,YARRA",METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80030008,144.9744808,3065,27/1/06,15:40:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,168,E,7,1,Day,202770,1,2,1,0,0,1,1,5,Not at intersection,3,50
T20060000472,55490,I,2553479.166,2314125.382,BASS COAST,BASS COAST,EASTERN REGION,SMALL_TOWNS,-38.67310742,145.6143717,3995,27/1/06,15:47:00,2,Struck Pedestrian,6,Friday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,VCS,9,700,E,4,1,Day,202771,1,4,0,1,0,3,1,5,Not at intersection,3,60
T20060000476,43873,I,2520219.766,2375479.213,CASEY,"CASEY,FRANKSTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.12180652,145.2305814,3977,27/1/06,16:50:00,8,No collision and no object struck,6,Friday,172,OFF CARRIAGEWAY TO RIGHT                  ,MEL,40,108,B,8,1,Day,205220,1,1,1,0,0,0,1,5,Not at intersection,2,80
T20060000482,205217,N,2525953.759,2379732.137,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.08334993,145.2958194,3977,26/1/06,18:40:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,128,K,8,1,Day,200502,3,9,0,4,0,5,1,5,Not at intersection,3,80
T20060000496,210956,N,2818726.559,2451009.68,EAST GIPPSLAND,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.3871718,148.6003813,3888,27/1/06,17:15:00,4,Collision with a fixed object,6,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,211,D,8,1,Day,70727,1,1,1,0,0,0,1,2,T intersection,2,80
T20060000506,36999,I,2497706.517,2409744.307,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81331563,144.9739525,3000,27/1/06,17:00:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,96,F,7,1,Day,202773,1,1,1,0,0,0,1,5,Not at intersection,2,50
T20060000506,36999,I,2497706.517,2409744.307,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81331563,144.9739525,3000,27/1/06,15:40:00,6,Vehicle overturned (no collision),6,Friday,182,OFF CARRIAGEWAY ON LEFT BEND                ,MEL,40,99,H,5,1,Day,202774,1,1,1,0,0,0,1,5,Not at intersection,2,60
T20060000506,36999,I,2497706.517,2409744.307,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81331563,144.9739525,3002,27/1/06,18:00:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,933,D,7,1,Day,35791,1,1,0,1,0,0,1,2,T intersection,3,50
T20060000506,36999,I,2497706.517,2409744.307,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81331563,144.9739525,3002,27/1/06,21:08:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,205,D,5,2,Dusk/Dawn,55491,2,3,1,0,0,2,1,2,T intersection,2,50
T20060000508,201553,N,2545109.137,2524500.108,STRATHBOGIE,STRATHBOGIE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.77811769,145.5053885,3666,27/1/06,19:40:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,111,C,7,2,Dusk/Dawn,977,2,3,0,1,0,2,1,1,Cross intersection,3,50
T20060000518,205219,N,2465012.538,2395163.267,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.94403158,144.6019514,3030,27/1/06,21:30:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,VCS,9,99,B,2,2,Dusk/Dawn,52023,2,2,1,0,0,1,1,1,Cross intersection,2,100
T20060000524,38798,I,2491269.164,2411042.012,MARIBYRNONG,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80158509,144.9008578,3011,27/1/06,21:00:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING)                  ,VCS,9,103,E,9,2,Dusk/Dawn,202778,2,3,2,1,0,0,1,5,Not at intersection,2,100
T20060000531,220462,N,2464724.421,2476772.01,MACEDON RANGES,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.20866733,144.6025497,3444,27/1/06,22:15:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,100,E,2,3,Dark Street lights on,931,2,3,1,1,0,1,1,1,Cross intersection,2,70
T20060000532,202770,N,2484163.235,2346720.929,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.38094947,144.8187769,3941,26/1/06,13:10:00,1,Collision with vehicle,5,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,451,H,1,1,Day,202782,2,1,0,1,0,0,1,5,Not at intersection,3,50
T20060000535,202771,N,2610423.196,2368916.698,LATROBE,LATROBE,EASTERN REGION,SMALL_CITIES,-38.17456247,146.2601595,3825,27/1/06,17:35:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,170,C,5,1,Day,205222,2,5,2,3,0,0,1,5,Not at intersection,2,90
T20060000537,205220,N,2525858.561,2390088.718,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.9900492,145.2943694,3804,28/1/06,11:00:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,VCS,9,686,H,5,1,Day,51981,2,2,0,1,0,1,1,1,Cross intersection,3,50
T20060000538,200502,N,2520921.187,2380390.036,DANDENONG,"DANDENONG,FRANKSTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.0775502,145.23844,3975,28/1/06,11:15:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,451,E,4,1,Day,221995,1,1,1,0,0,0,1,5,Not at intersection,3,50
T20060000538,200502,N,2520921.187,2380390.036,DANDENONG,"DANDENONG,FRANKSTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.0775502,145.23844,3977,27/1/06,10:30:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,79,J,8,1,Day,42476,2,4,0,1,0,4,1,1,Cross intersection,3,50
T20060000540,70727,I,2538133.477,2390018.895,CARDINIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.99025514,145.4341069,3808,28/1/06,9:35:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,441,H,10,1,Day,205257,2,2,1,0,0,1,1,5,Not at intersection,2,60
T20060000540,70727,I,2538133.477,2390018.895,CARDINIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,TOWNS,-37.99025514,145.4341069,3808,28/1/06,9:00:00,6,Vehicle overturned (no collision),7,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND)           ,VCS,9,83,C,7,1,Day,202784,1,1,0,1,0,0,1,5,Not at intersection,3,100
T20060000541,202773,N,2523293.91,2385684.089,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.02979936,145.2653137,3976,28/1/06,14:30:00,1,Collision with vehicle,7,Saturday,152,PULLING OUT (OVERTAKING)                  ,MEL,40,101,K,9,1,Day,46849,2,2,0,1,0,1,1,1,Cross intersection,2,60
T20060000545,202774,N,2512497.764,2376818.283,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.10987946,145.1424989,3198,28/1/06,16:45:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,25,J,10,1,Day,202787,1,1,1,0,0,0,1,5,Not at intersection,3,100
T20060000549,35791,I,2523414.687,2334254.967,BASS COAST,BASS COAST,EASTERN REGION,RURAL_VICTORIA,-38.49307088,145.2683405,3923,26/1/06,13:35:00,8,No collision and no object struck,5,Thursday,170,OFF CARRIAGEWAY TO LEFT                   ,VCS,9,698,K,6,1,Day,205196,1,1,0,1,0,0,1,5,Not at intersection,3,50
T20060000549,35791,I,2523414.687,2334254.967,BASS COAST,BASS COAST,EASTERN REGION,SMALL_TOWNS,-38.49307088,145.2683405,3923,28/1/06,19:45:00,1,Collision with vehicle,7,Saturday,143,ENTERING PARKING                      ,MEL,40,518,G,8,1,Day,205198,2,3,0,1,0,2,1,5,Not at intersection,3,50
T20060000552,55491,I,2468198.433,2401033.453,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.89125826,144.6384502,3030,28/1/06,23:00:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,111,J,11,3,Dark Street lights on,202796,1,2,1,0,0,1,1,5,Not at intersection,2,60
T20060000553,977,I,2530203.959,2385541.118,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.03088817,145.3440233,3806,28/1/06,13:05:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,212,G,2,1,Day,205203,1,2,2,0,0,0,1,5,Not at intersection,2,80
T20060000554,52023,I,2680659.575,2383474.981,WELLINGTON,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-38.03240174,147.057911,3851,29/1/06,9:55:00,1,Collision with vehicle,1,Sunday,137,LEFT TURN SIDESWIPE                     ,MEL,40,401,K,3,1,Day,71971,2,2,0,1,0,1,1,2,T intersection,3,50
T20060000560,202778,N,2610795.438,2284100.482,SOUTH GIPPSLAND,SOUTH GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-38.9383398,146.277394,3960,29/1/06,11:10:00,1,Collision with vehicle,1,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,MEL,40,160,D,5,1,Day,34225,2,2,1,0,0,1,1,2,T intersection,2,80
T20060000561,931,I,2515156.318,2377968.138,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.09948097,145.1727877,3201,29/1/06,14:05:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.                         ,MEL,40,96,G,5,1,Day,43290,3,4,2,1,0,1,1,2,T intersection,2,70
T20060000563,202782,N,2442174.803,2373401.664,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.13893855,144.3404203,3218,29/1/06,10:40:00,1,Collision with vehicle,1,Sunday,140,U TURN                           ,MEL,40,170,C,1,1,Day,1131,2,2,0,1,0,1,2,2,T intersection,3,50
T20060000566,205222,N,2491057.479,2347543.997,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.37362819,144.8976791,3939,29/1/06,14:05:00,6,Vehicle overturned (no collision),1,Sunday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184    ,MEL,40,106,H,2,1,Day,205501,1,1,1,0,0,0,1,5,Not at intersection,2,80
T20060000571,51981,I,2763362.04,2398443.508,EAST GIPPSLAND,EAST GIPPSLAND,EASTERN REGION,TOWNS,-37.8778206,147.9940976,3909,29/1/06,15:53:00,2,Struck Pedestrian,1,Sunday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,100A,C,6,1,Day,26066,1,3,0,2,0,1,1,2,T intersection,2,60
T20060000574,221995,N,2441057.81,2372428.754,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.14763255,144.3276014,3220,29/1/06,12:50:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,26,G,2,1,Day,37124,2,3,0,1,0,2,1,2,T intersection,3,60
T20060000576,42476,I,2512910.875,2394925.323,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.9467446,145.1468906,3171,29/1/06,17:30:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,27,K,12,1,Day,202797,2,2,0,1,0,1,2,5,Not at intersection,3,60
T20060000581,205257,N,2442170.917,2374865.629,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.1257502,144.3404916,3214,29/1/06,17:15:00,1,Collision with vehicle,1,Sunday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,336,H,10,1,Day,205204,2,3,1,0,0,2,1,5,Not at intersection,2,110
T20060000587,202784,N,2686747.164,2407682.229,WELLINGTON,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-37.81315264,147.12109,3862,19/1/06,15:15:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2B,J,12,1,Day,36408,2,2,0,1,0,1,2,1,Cross intersection,3,60
T20060000592,46849,I,2509202.521,2370182.892,MORNINGTON PENINSULA,"MORNINGTON PENINSULA,FRANKSTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.16969404,145.1050102,3199,4/1/06,5:19:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,77,F,8,5,Dark No street lights,201476,1,1,0,0,1,0,1,5,Not at intersection,1,100
