"ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","Accident Type Desc","Day Week Description","Light Condition Desc","NO_OF_VEHICLES","NO_PERSONS","Road Geometry Desc","SEVERITY","SPEED_ZONE","VEHICLE_ID","VEHICLE_YEAR_MANUF","VEHICLE_BODY_STYLE","VEHICLE_MAKE","Vehicle Type Desc","SEX","AGE","Age Group","Road User Type Desc"
"T20190019435","12/9/19",11:35:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,60,"A",0,"SEDAN","HONDA","Car","M",77,"70+","Drivers"
"T20190019435","12/9/19",11:35:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,60,"B",2014,"VAN","VOLKS","Panel Van","M",48,"40-49","Drivers"
"T20190019436","5/10/19",06:31:00,"Collision with vehicle","Saturday","Dusk/Dawn",2,2,"Not at intersection",3,100,"A",0,"UTIL","MITSUB","Utility","M",24,"22-25","Drivers"
"T20190019436","5/10/19",06:31:00,"Collision with vehicle","Saturday","Dusk/Dawn",2,2,"Not at intersection",3,100,"B",1993,"WAGON","TOYOTA","Station Wagon","M",28,"26-29","Drivers"
"T20190019437","5/10/19",11:47:00,"Collision with vehicle","Saturday","Day",2,2,"Cross intersection",3,70,"A",2009,"S WAG","HYNDAI","Station Wagon","F",73,"70+","Drivers"
"T20190019437","5/10/19",11:47:00,"Collision with vehicle","Saturday","Day",2,2,"Cross intersection",3,70,"B",2008,"UTIL","NISSAN","Utility","M",34,"30-39","Drivers"
"T20190019438","4/10/19",17:00:00,"Collision with vehicle","Friday","Day",2,3,"Cross intersection",3,70,"A",2012,"WAGON","JEEP","Station Wagon","F",44,"40-49","Drivers"
"T20190019438","4/10/19",17:00:00,"Collision with vehicle","Friday","Day",2,3,"Cross intersection",3,70,"B",2014,"SEDAN","M MOVE","Car","M",33,"30-39","Drivers"
"T20190019439","5/10/19",12:15:00,"Collision with vehicle","Saturday","Day",5,10,"Not at intersection",3,80,"A",2015,"SEDAN","MAZDA","Car","M",44,"40-49","Drivers"
"T20190019439","5/10/19",12:15:00,"Collision with vehicle","Saturday","Day",5,10,"Not at intersection",3,80,"B",2016,"SEDAN","TOYOTA","Car","F",42,"40-49","Drivers"
"T20190019439","5/10/19",12:15:00,"Collision with vehicle","Saturday","Day",5,10,"Not at intersection",3,80,"C",2016,"SEDAN","MERC B","Car","M",55,"50-59","Drivers"
"T20190019439","5/10/19",12:15:00,"Collision with vehicle","Saturday","Day",5,10,"Not at intersection",3,80,"D",2013,"SEDAN","TOYOTA","Car","F",46,"40-49","Drivers"
"T20190019439","5/10/19",12:15:00,"Collision with vehicle","Saturday","Day",5,10,"Not at intersection",3,80,"E",2001,"SEDAN","MITSUB","Car","M",29,"26-29","Drivers"
"T20190019440","5/10/19",12:20:00,"Collision with vehicle","Saturday","Day",6,8,"Not at intersection",3,80,"A",2004,"SEDAN","TOYOTA","Car","M",24,"22-25","Drivers"
"T20190019440","5/10/19",12:20:00,"Collision with vehicle","Saturday","Day",6,8,"Not at intersection",3,80,"B",1999,"SEDAN","SUZUKI","Car","M",28,"26-29","Drivers"
"T20190019440","5/10/19",12:20:00,"Collision with vehicle","Saturday","Day",6,8,"Not at intersection",3,80,"C",2005,"SEDAN","TOYOTA","Car","M",39,"30-39","Drivers"
"T20190019440","5/10/19",12:20:00,"Collision with vehicle","Saturday","Day",6,8,"Not at intersection",3,80,"D",2018,"WAGON","TOYOTA","Station Wagon","M",36,"30-39","Drivers"
"T20190019440","5/10/19",12:20:00,"Collision with vehicle","Saturday","Day",6,8,"Not at intersection",3,80,"E",2007,"T SDS","HOLDEN","Utility","M",23,"22-25","Drivers"
"T20190019440","5/10/19",12:20:00,"Collision with vehicle","Saturday","Day",6,8,"Not at intersection",3,80,"F",2014,"SEDAN","VOLKS","Car","F",25,"22-25","Drivers"
"T20190019443","5/10/19",13:30:00,"Collision with a fixed object","Saturday","Day",1,2,"Y intersection",3,110,"A",2017,"WAGON","HYNDAI","Station Wagon","M",69,"64-69","Drivers"
"T20190019444","3/10/19",08:15:00,"Collision with vehicle","Thursday","Unknown",2,2,"T intersection",3,999,"A",2013,"VAN","MERC B","Panel Van","M",40,"40-49","Drivers"
"T20190019444","3/10/19",08:15:00,"Collision with vehicle","Thursday","Unknown",2,2,"T intersection",3,999,"B",2015,"VAN","ISUZU","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",28,"26-29","Drivers"
"T20190019445","5/10/19",13:00:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",3,60,"B",2008,"WAGON","MAZDA","Station Wagon","M",36,"30-39","Drivers"
"T20190019446","5/10/19",12:25:00,"Collision with a fixed object","Saturday","Day",1,1,"Not at intersection",3,110,"A",2001,"SEDAN","HOLDEN","Car","M",36,"30-39","Drivers"
"T20190019447","5/10/19",11:11:00,"Collision with vehicle","Saturday","Day",2,2,"Cross intersection",3,40,"B",2001,"SEDAN","FORD","Car","M",26,"26-29","Drivers"
"T20190019448","27/9/19",17:18:00,"Collision with vehicle","Friday","Day",3,4,"T intersection",3,999,"B",2001,"SEDAN","TOYOTA","Car","M",42,"40-49","Drivers"
"T20190019448","27/9/19",17:18:00,"Collision with vehicle","Friday","Day",3,4,"T intersection",3,999,"C",2014,"SEDAN","HOLDEN","Car","M",25,"22-25","Drivers"
"T20190019448","27/9/19",17:18:00,"Collision with vehicle","Friday","Day",3,4,"T intersection",3,999,"D",2019,"WAGON","NISSAN","Station Wagon","M",36,"30-39","Drivers"
"T20190019452","5/10/19",17:11:00,"Collision with vehicle","Saturday","Day",3,3,"Not at intersection",3,50,"A",2008,"COUPE","HOLDEN","Car","F",68,"64-69","Drivers"
"T20190019458","5/10/19",17:45:00,"Collision with a fixed object","Saturday","Day",1,2,"Cross intersection",3,100,"A",2006,"SEDAN","FORD","Car","F",36,"30-39","Drivers"
"T20190019459","5/10/19",18:59:00,"Collision with vehicle","Saturday","Dark Street lights on",2,3,"Cross intersection",3,60,"A",2012,"COUPE","B M W","Car","M",89,"70+","Drivers"
"T20190019459","5/10/19",18:59:00,"Collision with vehicle","Saturday","Dark Street lights on",2,3,"Cross intersection",3,60,"B",2015,"SEDAN","NISSAN","Car","M",68,"64-69","Drivers"
"T20190019460","5/10/19",18:45:00,"Collision with vehicle","Saturday","Dark Street lights on",2,11,"Cross intersection",2,110,"A",2016,"SEDAN","TOYOTA","Car","F",81,"70+","Drivers"
"T20190019460","5/10/19",18:45:00,"Collision with vehicle","Saturday","Dark Street lights on",2,11,"Cross intersection",2,110,"B",2007,"WAGON","FORD","Station Wagon","U",22,"22-25","Drivers"
"T20190019461","5/10/19",18:41:00,"Struck Pedestrian","Saturday","Dark Street lights on",1,2,"Not at intersection",3,40,"A",2008,"SED","FORD","Car","M",54,"50-59","Drivers"
"T20190019469","5/10/19",18:37:00,"Collision with vehicle","Saturday","Dark Street lights on",2,3,"T intersection",3,50,"A",2015,"SEDAN","TOYOTA","Car","M",38,"30-39","Drivers"
"T20190019469","5/10/19",18:37:00,"Collision with vehicle","Saturday","Dark Street lights on",2,3,"T intersection",3,50,"B",2015,"SEDAN","FORD","Car","M",18,"17-21","Drivers"
"T20190019470","18/9/19",17:28:00,"Collision with vehicle","Wednesday","Day",3,3,"Not at intersection",3,80,"A",2005,"SEDAN","TOYOTA","Car","F",40,"40-49","Drivers"
"T20190019470","18/9/19",17:28:00,"Collision with vehicle","Wednesday","Day",3,3,"Not at intersection",3,80,"B",2017,"WAGON","NISSAN","Station Wagon","M",47,"40-49","Drivers"
"T20190019470","18/9/19",17:28:00,"Collision with vehicle","Wednesday","Day",3,3,"Not at intersection",3,80,"C",1995,"SEDAN","TOYOTA","Car","M",50,"50-59","Drivers"
"T20190019474","5/10/19",21:10:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"T intersection",2,60,"A",2016,"SEDAN","TOYOTA","Car","F",41,"40-49","Drivers"
"T20190019474","5/10/19",21:10:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"T intersection",2,60,"B",2015,"VAN","MERC B","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",28,"26-29","Drivers"
"T20190019475","5/10/19",22:55:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"Cross intersection",3,80,"A",2011,"SEDAN","HOLDEN","Car","M",34,"30-39","Drivers"
"T20190019475","5/10/19",22:55:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"Cross intersection",3,80,"B",2010,"SEDAN","TOYOTA","Car","F",27,"26-29","Drivers"
"T20190019477","5/10/19",20:35:00,"Struck Pedestrian","Saturday","Dark Street lights on",1,3,"Not at intersection",3,40,"A",1998,"SEDAN","MERC B","Car","M",76,"70+","Drivers"
"T20190019493","4/10/19",06:45:00,"Collision with vehicle","Friday","Dusk/Dawn",2,2,"Multiple intersection",3,40,"A",2013,"TIPPER","MERC B","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",34,"30-39","Drivers"
"T20190019493","4/10/19",06:45:00,"Collision with vehicle","Friday","Dusk/Dawn",2,2,"Multiple intersection",3,40,"B",2007,"SEDAN","SUBARU","Car","F",41,"40-49","Drivers"
"T20190019495","6/10/19",10:15:00,"No collision and no object struck","Sunday","Day",1,2,"Not at intersection",3,100,"A",1995,"TRAY","TOYOTA","Utility","M",19,"17-21","Drivers"
"T20190019498","6/10/19",05:40:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",1,100,"A",1994,"WAGON","TOYOTA","Station Wagon","M",27,"26-29","Drivers"
"T20190019500","30/8/19",16:08:00,"Collision with vehicle","Friday","Day",2,3,"Not at intersection",3,80,"A",2010,"WAGON","SUBARU","Station Wagon","F",60,"60-64","Drivers"
"T20190019500","30/8/19",16:08:00,"Collision with vehicle","Friday","Day",2,3,"Not at intersection",3,80,"B",2014,"WAGON","NISSAN","Station Wagon","F",41,"40-49","Drivers"
"T20190019506","6/10/19",07:55:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",3,100,"A",2005,"S WAG","FORD","Station Wagon","F",43,"40-49","Drivers"
"T20190019507","6/10/19",11:45:00,"Collision with vehicle","Sunday","Day",2,11,"Not at intersection",2,60,"B",2010,"WAGON","HYNDAI","Station Wagon","M",74,"70+","Drivers"
"T20190019508","9/9/19",11:45:00,"Struck Pedestrian","Monday","Day",1,2,"Not at intersection",3,999,"A",2008,"WAGON","TOYOTA","Station Wagon","F",69,"64-69","Drivers"
"T20190019509","6/10/19",15:40:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,40,"A",2016,"DC UTE","ISUZU","Utility","M",51,"50-59","Drivers"
"T20190019509","6/10/19",15:40:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,40,"B",2009,"DC UTE","FORD","Utility","M",30,"30-39","Drivers"
"T20190019512","6/10/19",16:40:00,"Collision with vehicle","Sunday","Day",2,3,"Multiple intersection",3,40,"B",2019,"SEDAN","KIA","Car","M",39,"30-39","Drivers"
"T20190019513","6/10/19",15:39:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,80,"A",1999,"TIPPER","VOLVO","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",49,"40-49","Drivers"
"T20190019513","6/10/19",15:39:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,80,"B",1996,"COUPE","TOYOTA","Car","M",19,"17-21","Drivers"
"T20190019516","6/10/19",13:10:00,"Collision with vehicle","Sunday","Day",3,4,"Not at intersection",3,60,"A",2017,"WAGON","MERC B","Station Wagon","M",55,"50-59","Drivers"
"T20190019516","6/10/19",13:10:00,"Collision with vehicle","Sunday","Day",3,4,"Not at intersection",3,60,"B",2011,"SED","HOLDEN","Car","M",27,"26-29","Drivers"
"T20190019516","6/10/19",13:10:00,"Collision with vehicle","Sunday","Day",3,4,"Not at intersection",3,60,"C",0,"SED","HOLDEN","Car","F",45,"40-49","Drivers"
"T20190019517","6/10/19",16:30:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",3,100,"A",2014,"SEDAN","HONDA","Car","F",66,"64-69","Drivers"
"T20190019519","11/5/19",01:12:00,"Collision with a fixed object","Saturday","Dark Street lights on",1,1,"Not at intersection",3,50,"A",2006,"SEDAN","HOLDEN","Car","M",24,"22-25","Drivers"
"T20190019520","6/10/19",18:10:00,"Collision with a fixed object","Sunday","Day",1,1,"Cross intersection",3,50,"A",1999,"SEDAN","FORD","Car","M",20,"17-21","Drivers"
"T20190019523","6/10/19",18:00:00,"Collision with vehicle","Sunday","Day",2,3,"Cross intersection",3,80,"A",2007,"SEDAN","FORD","Car","M",85,"70+","Drivers"
"T20190019523","6/10/19",18:00:00,"Collision with vehicle","Sunday","Day",2,3,"Cross intersection",3,80,"B",2001,"UTIL","TOYOTA","Utility","M",35,"30-39","Drivers"
"T20190019527","6/10/19",21:30:00,"Collision with vehicle","Sunday","Dark Street lights on",2,3,"T intersection",3,80,"A",2017,"WAGON","KIA","Station Wagon","F",59,"50-59","Drivers"
"T20190019527","6/10/19",21:30:00,"Collision with vehicle","Sunday","Dark Street lights on",2,3,"T intersection",3,80,"B",2011,"TRAY","MAZDA","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",19,"17-21","Drivers"
"T20190019528","6/10/19",21:25:00,"Collision with a fixed object","Sunday","Dark Street lights on",1,1,"Not at intersection",3,50,"A",1995,"UTIL","HOLDEN","Utility","M",34,"30-39","Drivers"
"T20190019529","5/8/19",17:40:00,"Collision with vehicle","Monday","Dusk/Dawn",2,1,"Not at intersection",3,50,"A",2006,"SEDAN","HONDA","Car","M",23,"22-25","Drivers"
"T20190019536","26/4/19",08:00:00,"No collision and no object struck","Friday","Day",1,1,"Not at intersection",3,60,"A",2012,"SEDAN","HOLDEN","Car","F",53,"50-59","Drivers"
"T20190019537","7/10/19",07:05:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",3,80,"A",2003,"SEDAN","HOLDEN","Car","F",54,"50-59","Drivers"
"T20190019541","25/9/19",21:30:00,"Collision with a fixed object","Wednesday","Dark Street lights off",1,1,"Not at intersection",3,999,"A",2005,"SEDAN","HOLDEN","Car","M",45,"40-49","Drivers"
"T20190019543","6/10/19",15:00:00,"Collision with vehicle","Sunday","Day",2,3,"Not at intersection",3,60,"A",2012,"SEDAN","FORD","Car","U",31,"30-39","Drivers"
"T20190019543","6/10/19",15:00:00,"Collision with vehicle","Sunday","Day",2,3,"Not at intersection",3,60,"B",2006,"SEDAN","FORD","Car","F",22,"22-25","Drivers"
"T20190019544","6/10/19",17:25:00,"Vehicle overturned (no collision)","Sunday","Day",1,1,"Not at intersection",3,60,"A",2000,"SEDAN","HOLDEN","Car","M",19,"17-21","Drivers"
"T20190019550","7/10/19",10:00:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,60,"A",2013,"SEDAN","B M W","Car","M",54,"50-59","Drivers"
"T20190019550","7/10/19",10:00:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,60,"B",2010,"SEDAN","HONDA","Car","M",23,"22-25","Drivers"
"T20190019551","30/9/19",21:36:00,"Collision with vehicle","Monday","Dark Street lights on",2,2,"Cross intersection",3,80,"A",2007,"SEDAN","FORD","Car","M",20,"17-21","Drivers"
"T20190019551","30/9/19",21:36:00,"Collision with vehicle","Monday","Dark Street lights on",2,2,"Cross intersection",3,80,"B",1998,"SEDAN","TOYOTA","Car","M",40,"40-49","Drivers"
"T20190019552","7/10/19",08:05:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,50,"A",1998,"SEDAN","NISSAN","Car","M",72,"70+","Drivers"
"T20190019553","4/10/19",14:00:00,"Collision with vehicle","Friday","Day",2,2,"Cross intersection",2,50,"A",2009,"SEDAN","TOYOTA","Car","F",29,"26-29","Drivers"
"T20190019553","4/10/19",14:00:00,"Collision with vehicle","Friday","Day",2,2,"Cross intersection",2,50,"B",2014,"WAGON","MAZDA","Station Wagon","F",29,"26-29","Drivers"
"T20190019554","1/10/19",02:46:00,"Collision with a fixed object","Tuesday","Dark Street lights on",1,1,"Not at intersection",3,60,"A",1993,"SEDAN","MITSUB","Car","M",22,"22-25","Drivers"
"T20190019555","7/10/19",09:34:00,"Collision with vehicle","Monday","Day",2,3,"Not at intersection",3,999,"A",2010,"S WAG","KIA","Station Wagon","M",79,"70+","Drivers"
"T20190019556","6/10/19",13:15:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,60,"A",2014,"UTIL","HOLDEN","Utility","M",43,"40-49","Drivers"
"T20190019557","23/9/19",17:00:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,40,"A",0,"SEDAN","UNKN","Car","F",36,"30-39","Drivers"
"T20190019561","22/6/19",16:58:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,60,"A",2014,"WAGON","HYNDAI","Station Wagon","F",70,"70+","Drivers"
"T20190019561","22/6/19",16:58:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,60,"B",2010,"SEDAN","HYNDAI","Car","F",29,"26-29","Drivers"
"T20190019562","7/10/19",02:08:00,"Struck animal","Monday","Dark No street lights",1,1,"Not at intersection",3,100,"A",2013,"SEDAN","UNKN","Car","F",20,"17-21","Drivers"
"T20190019563","5/8/19",15:08:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,60,"A",2016,"UTIL","FORD","Utility","M",51,"50-59","Drivers"
"T20190019563","5/8/19",15:08:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,60,"B",2012,"TRAY","DAF","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",24,"22-25","Drivers"
"T20190019567","7/10/19",07:15:00,"Collision with a fixed object","Monday","Day",1,2,"Not at intersection",3,100,"A",2002,"S WAG","FORD","Station Wagon","M",19,"17-21","Drivers"
"T20190019570","7/10/19",13:50:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,80,"A",2011,"SEDAN","MERC B","Car","F",69,"64-69","Drivers"
"T20190019570","7/10/19",13:50:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,80,"B",2017,"SEDAN","TOYOTA","Car","F",72,"70+","Drivers"
"T20190019571","7/9/19",20:55:00,"Collision with vehicle","Saturday","Unknown",2,2,"Not at intersection",3,999,"A",2011,"S WAG","MITSUB","Station Wagon","F",20,"17-21","Drivers"
"T20190019571","7/9/19",20:55:00,"Collision with vehicle","Saturday","Unknown",2,2,"Not at intersection",3,999,"B",2012,"COUPE","TOYOTA","Car","M",20,"17-21","Drivers"
"T20190019572","7/10/19",13:00:00,"Collision with vehicle","Monday","Day",3,5,"Cross intersection",3,50,"A",2016,"SEDAN","TOYOTA","Car","M",29,"26-29","Drivers"
"T20190019572","7/10/19",13:00:00,"Collision with vehicle","Monday","Day",3,5,"Cross intersection",3,50,"B",2012,"WAGON","HOLDEN","Station Wagon","F",22,"22-25","Drivers"
"T20190019572","7/10/19",13:00:00,"Collision with vehicle","Monday","Day",3,5,"Cross intersection",3,50,"C",2014,"WAGON","SUBARU","Station Wagon","F",58,"50-59","Drivers"
"T20190019573","5/10/19",19:35:00,"Collision with vehicle","Saturday","Dusk/Dawn",2,2,"Not at intersection",2,110,"A",2011,"WAGON","SUBARU","Station Wagon","F",69,"64-69","Drivers"
"T20190019573","5/10/19",19:35:00,"Collision with vehicle","Saturday","Dusk/Dawn",2,2,"Not at intersection",2,110,"B",0,"SEDAN","UNKN","Car","U",NA,"unknown","Drivers"
"T20190019574","7/10/19",12:23:00,"Vehicle overturned (no collision)","Monday","Day",1,1,"Not at intersection",3,100,"A",2010,"SEDAN","HONDA","Car","F",21,"17-21","Drivers"
"T20190019575","7/10/19",08:40:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",2,60,"A",2003,"JEEP","HONDA","Car","F",20,"17-21","Drivers"
"T20190019575","7/10/19",08:40:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",2,60,"B",2016,"SEDAN","REN","Car","F",26,"26-29","Drivers"
"T20190019579","1/10/19",17:45:00,"Collision with vehicle","Tuesday","Dusk/Dawn",2,2,"T intersection",3,80,"A",1997,"SEDAN","TOYOTA","Car","F",65,"64-69","Drivers"
"T20190019579","1/10/19",17:45:00,"Collision with vehicle","Tuesday","Dusk/Dawn",2,2,"T intersection",3,80,"B",2017,"WAGON","NISSAN","Station Wagon","F",28,"26-29","Drivers"
"T20190019580","7/10/19",13:37:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",3,60,"A",2010,"TRAY","KIA","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",21,"17-21","Drivers"
"T20190019581","5/10/19",12:00:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,60,"A",2008,"SEDAN","B M W","Car","M",84,"70+","Drivers"
"T20190019585","7/10/19",17:24:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,60,"B",2005,"T SDS","FORD","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",29,"26-29","Drivers"
"T20190019587","7/10/19",16:30:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,60,"A",2001,"WAGON","DAIHAT","Station Wagon","F",70,"70+","Drivers"
"T20190019590","7/10/19",18:25:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,50,"A",2009,"SEDAN","NISSAN","Car","M",39,"30-39","Drivers"
"T20190019591","7/10/19",15:15:00,"Struck Pedestrian","Monday","Day",1,3,"Not at intersection",2,100,"A",2000,"WAGON","MITSUB","Station Wagon","U",31,"30-39","Drivers"
"T20190019593","23/9/19",14:15:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,999,"A",2013,"SEDAN","ALFA R","Car","M",32,"30-39","Drivers"
"T20190019593","23/9/19",14:15:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,999,"B",2006,"WAGON","FORD","Station Wagon","M",49,"40-49","Drivers"
"T20190019596","7/10/19",12:30:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,50,"A",1995,"SEDAN","FORD","Car","F",61,"60-64","Drivers"
"T20190019596","7/10/19",12:30:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,50,"B",2003,"SEDAN","HOLDEN","Car","F",29,"26-29","Drivers"
"T20190019597","7/10/19",15:20:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",3,100,"A",2011,"SEDAN","NISSAN","Car","M",18,"17-21","Drivers"
"T20190019598","7/10/19",19:00:00,"Collision with vehicle","Monday","Dark Street lights unknown",2,3,"T intersection",3,60,"A",2010,"SEDAN","MAZDA","Car","M",25,"22-25","Drivers"
"T20190019601","7/10/19",20:55:00,"Collision with vehicle","Monday","Dark Street lights on",2,3,"T intersection",3,50,"A",2006,"SEDAN","TOYOTA","Car","F",32,"30-39","Drivers"
"T20190019601","7/10/19",20:55:00,"Collision with vehicle","Monday","Dark Street lights on",2,3,"T intersection",3,50,"B",1996,"DC UTE","TOYOTA","Utility","M",18,"17-21","Drivers"
"T20190019606","19/9/19",20:58:00,"Collision with vehicle","Thursday","Dark Street lights on",4,7,"Not at intersection",3,80,"A",2016,"WAGON","TOYOTA","Station Wagon","M",47,"40-49","Drivers"
"T20190019606","19/9/19",20:58:00,"Collision with vehicle","Thursday","Dark Street lights on",4,7,"Not at intersection",3,80,"B",2011,"WAGON","MAZDA","Station Wagon","M",40,"40-49","Drivers"
"T20190019606","19/9/19",20:58:00,"Collision with vehicle","Thursday","Dark Street lights on",4,7,"Not at intersection",3,80,"C",2013,"SEDAN","HONDA","Car","M",35,"30-39","Drivers"
"T20190019606","19/9/19",20:58:00,"Collision with vehicle","Thursday","Dark Street lights on",4,7,"Not at intersection",3,80,"D",2012,"SEDAN","HONDA","Car","M",30,"30-39","Drivers"
"T20190019607","24/9/19",19:30:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,2,"Not at intersection",3,40,"B",2006,"SEDAN","FORD","Car","M",40,"40-49","Drivers"
"T20190019611","16/9/19",04:25:00,"collision with some other object","Monday","Dark No street lights",1,2,"Not at intersection",3,80,"A",2011,"WAGON","NISSAN","Station Wagon","M",24,"22-25","Drivers"
"T20190019613","4/10/19",14:25:00,"Collision with vehicle","Friday","Day",2,2,"Cross intersection",3,80,"A",2002,"WAGON","REN","Station Wagon","F",30,"30-39","Drivers"
"T20190019613","4/10/19",14:25:00,"Collision with vehicle","Friday","Day",2,2,"Cross intersection",3,80,"B",2002,"COUPE","HYNDAI","Car","M",26,"26-29","Drivers"
"T20190019618","8/10/19",08:40:00,"Collision with vehicle","Tuesday","Day",2,3,"Cross intersection",3,60,"A",2006,"SEDAN","HONDA","Car","F",78,"70+","Drivers"
"T20190019618","8/10/19",08:40:00,"Collision with vehicle","Tuesday","Day",2,3,"Cross intersection",3,60,"B",2018,"DC UTE","HOLDEN","Utility","M",46,"40-49","Drivers"
"T20190019622","8/10/19",11:12:00,"Collision with vehicle","Tuesday","Day",2,3,"Cross intersection",3,60,"A",2017,"WAGON","KIA","Station Wagon","M",62,"60-64","Drivers"
"T20190019622","8/10/19",11:12:00,"Collision with vehicle","Tuesday","Day",2,3,"Cross intersection",3,60,"B",2008,"SEDAN","HOLDEN","Car","M",21,"17-21","Drivers"
"T20190019623","8/10/19",10:37:00,"Collision with vehicle","Tuesday","Day",2,3,"T intersection",2,80,"A",2009,"TRAY","TOYOTA","Car","M",65,"64-69","Drivers"
"T20190019623","8/10/19",10:37:00,"Collision with vehicle","Tuesday","Day",2,3,"T intersection",2,80,"B",2008,"SEDAN","MAZDA","Car","F",71,"70+","Drivers"
"T20190019624","8/10/19",09:49:00,"Collision with vehicle","Tuesday","Day",3,3,"T intersection",3,60,"A",2007,"SEDAN","FORD","Car","F",45,"40-49","Drivers"
"T20190019624","8/10/19",09:49:00,"Collision with vehicle","Tuesday","Day",3,3,"T intersection",3,60,"B",1998,"S WAG","HOLDEN","Station Wagon","M",60,"60-64","Drivers"
"T20190019624","8/10/19",09:49:00,"Collision with vehicle","Tuesday","Day",3,3,"T intersection",3,60,"C",2013,"WAGON","NISSAN","Station Wagon","F",34,"30-39","Drivers"
"T20190019625","8/10/19",10:00:00,"Collision with vehicle","Tuesday","Day",2,3,"Cross intersection",3,60,"A",2014,"SEDAN","HYNDAI","Car","F",76,"70+","Drivers"
"T20190019627","7/9/19",11:30:00,"Collision with vehicle","Saturday","Unknown",2,2,"Cross intersection",3,999,"A",2007,"SEDAN","HOLDEN","Car","M",25,"22-25","Drivers"
"T20190019627","7/9/19",11:30:00,"Collision with vehicle","Saturday","Unknown",2,2,"Cross intersection",3,999,"B",2017,"SEDAN","SUBARU","Car","M",31,"30-39","Drivers"
"T20190019628","8/10/19",11:30:00,"Collision with vehicle","Tuesday","Day",2,3,"Not at intersection",3,60,"A",2017,"SEDAN","VOLKS","Car","F",33,"30-39","Drivers"
"T20190019628","8/10/19",11:30:00,"Collision with vehicle","Tuesday","Day",2,3,"Not at intersection",3,60,"B",2011,"S WAG","HOLDEN","Station Wagon","F",31,"30-39","Drivers"
"T20190019630","5/10/19",10:00:00,"Collision with vehicle","Saturday","Unknown",2,2,"Not at intersection",3,999,"A",2017,"WAGON","NISSAN","Station Wagon","M",33,"30-39","Drivers"
"T20190019630","5/10/19",10:00:00,"Collision with vehicle","Saturday","Unknown",2,2,"Not at intersection",3,999,"B",1998,"SEDAN","UNKN","Car","M",50,"50-59","Drivers"
"T20190019631","8/10/19",11:30:00,"Collision with vehicle","Tuesday","Day",2,3,"Cross intersection",3,50,"A",2014,"SEDAN","KIA","Car","F",89,"70+","Drivers"
"T20190019631","8/10/19",11:30:00,"Collision with vehicle","Tuesday","Day",2,3,"Cross intersection",3,50,"B",2017,"UTIL","MITSUB","Utility","M",55,"50-59","Drivers"
