"ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","Accident Type Desc","Day Week Description","Light Condition Desc","NO_OF_VEHICLES","NO_PERSONS","Road Geometry Desc","SEVERITY","SPEED_ZONE","LGA_NAME","REGION_NAME","Lat","Long","Surface Cond Desc","Atmosph Cond Desc"
"T20190000316","4/1/19",16:00:00,"Vehicle overturned (no collision)","Friday","Day",1,2,"T intersection",3,100,"LODDON","NORTHERN REGION",-36.17805035,143.9495083,"Dry","Clear"
"T20190000317","6/1/19",15:31:00,"Struck Pedestrian","Sunday","Day",1,2,"Not at intersection",3,50,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.06838677,145.3053699,"Dry","Clear"
"T20190000318","6/1/19",17:10:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,60,"HUME","METROPOLITAN NORTH WEST REGION",-37.57259161,144.9147283,"Dry","Clear"
"T20190000319","6/1/19",16:05:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,60,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.88664208,145.3777577,"Dry","Clear"
"T20190000322","6/1/19",05:30:00,"Vehicle overturned (no collision)","Sunday","Dusk/Dawn",1,1,"Not at intersection",3,100,"GANNAWARRA","NORTHERN REGION",-35.72438801,144.1548247,"Dry","Clear"
"T20190000323","6/1/19",19:50:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",2,60,"BAYSIDE","METROPOLITAN SOUTH EAST REGION",-37.96718002,145.0122567,"Dry","Not known"
"T20190000324","6/1/19",18:55:00,"Collision with vehicle","Sunday","Day",2,3,"Not at intersection",3,60,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.86585041,144.9814637,"Dry","Clear"
"T20190000325","3/1/19",05:25:00,"Collision with a fixed object","Thursday","Dark No street lights",1,2,"Not at intersection",3,100,"MILDURA","WESTERN REGION",-35.21764,141.9978488,"Dry","Clear"
"T20190000326","6/1/19",17:10:00,"Collision with a fixed object","Sunday","Day",1,4,"Not at intersection",3,100,"MOUNT ALEXANDER","NORTHERN REGION",-37.10852507,144.2534836,"Dry","Clear"
"T20190000327","6/1/19",17:08:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",3,100,"CARDINIA","METROPOLITAN SOUTH EAST REGION",-38.07258243,145.5518909,"Dry","Clear"
"T20190000328","6/1/19",13:03:00,"Collision with vehicle","Sunday","Day",2,1,"Not at intersection",3,40,"HOBSONS BAY","METROPOLITAN NORTH WEST REGION",-37.83171996,144.8431796,"Dry","Clear"
"T20190000330","5/1/19",17:30:00,"Collision with a fixed object","Saturday","Day",2,3,"Not at intersection",2,50,"BAW BAW","EASTERN REGION",-38.17419975,145.9665899,"Dry","Clear"
"T20190000331","6/1/19",10:30:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,50,"HOBSONS BAY","METROPOLITAN NORTH WEST REGION",-37.85631662,144.8924914,"Dry","Clear"
"T20190000334","1/1/19",21:00:00,"Struck animal","Tuesday","Dark No street lights",1,1,"Not at intersection",2,100,"GOLDEN PLAINS","SOUTH WESTERN REGION",-38.08524746,144.0433714,"Dry","Clear"
"T20190000335","6/1/19",20:40:00,"Collision with a fixed object","Sunday","Dusk/Dawn",1,1,"Not at intersection",2,100,"YARRIAMBIACK","WESTERN REGION",-36.11026,142.4215809,"Dry","Clear"
"T20190000336","6/1/19",18:10:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,50,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.03032871,145.2533603,"Dry","Clear"
"T20190000338","6/1/19",23:07:00,"Collision with a fixed object","Sunday","Dark Street lights on",1,1,"T intersection",2,50,"HOBSONS BAY","METROPOLITAN NORTH WEST REGION",-37.84657331,144.8944144,"Dry","Clear"
"T20190000339","7/1/19",00:45:00,"Vehicle overturned (no collision)","Monday","Dark No street lights",1,2,"Not at intersection",2,60,"SURF COAST","SOUTH WESTERN REGION",-38.55239295,143.9515986,"Dry","Clear"
"T20190000343","7/1/19",02:45:00,"Collision with a fixed object","Monday","Dark No street lights",1,1,"Not at intersection",1,100,"STRATHBOGIE","NORTH EASTERN REGION",-36.84689861,145.0985082,"Dry","Clear"
"T20190000344","1/1/19",23:40:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,4,"Cross intersection",2,60,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.11303495,145.2827853,"Dry","Clear"
"T20190000346","7/1/19",08:40:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,60,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.80258488,145.0762109,"Dry","Clear"
"T20190000347","7/1/19",06:37:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,80,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-38.01190852,145.2308024,"Dry","Clear"
"T20190000348","6/1/19",19:15:00,"Struck Pedestrian","Sunday","Day",1,3,"T intersection",3,60,"HOBSONS BAY","METROPOLITAN NORTH WEST REGION",-37.83848649,144.8470158,"Dry","Clear"
"T20190000350","7/1/19",08:45:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,80,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.83235648,145.4293735,"Dry","Clear"
"T20190000353","7/1/19",09:30:00,"Collision with vehicle","Monday","Day",2,8,"Cross intersection",3,90,"CARDINIA","METROPOLITAN SOUTH EAST REGION",-38.15602095,145.5030665,"Dry","Not known"
"T20190000357","7/1/19",12:03:00,"Struck Pedestrian","Monday","Day",1,2,"Cross intersection",2,50,"GLEN EIRA","METROPOLITAN SOUTH EAST REGION",-37.88921399,145.0570774,"Dry","Clear"
"T20190000358","7/1/19",12:15:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,80,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.72264854,145.4163914,"Dry","Clear"
"T20190000359","7/1/19",13:15:00,"Collision with vehicle","Monday","Day",2,3,"T intersection",3,60,"MAROONDAH","METROPOLITAN SOUTH EAST REGION",-37.80998197,145.2650654,"Dry","Clear"
"T20190000360","7/1/19",11:55:00,"Collision with vehicle","Monday","Day",2,4,"T intersection",3,80,"BASS COAST","EASTERN REGION",-38.52107656,145.3340466,"Dry","Clear"
"T20190000361","7/1/19",13:33:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,60,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.22337859,145.1729078,"Dry","Clear"
"T20190000363","6/1/19",19:20:00,"Collision with vehicle","Sunday","Day",3,8,"Not at intersection",2,100,"MURRINDINDI","NORTH EASTERN REGION",-37.23028596,145.7648418,"Dry","Clear"
"T20190000365","7/1/19",13:00:00,"Collision with vehicle","Monday","Day",3,4,"Cross intersection",3,60,"BENDIGO","NORTHERN REGION",-36.7314577,144.304867,"Dry","Clear"
"T20190000366","7/1/19",14:35:00,"Collision with vehicle","Monday","Day",2,5,"T intersection",3,60,"CARDINIA","METROPOLITAN SOUTH EAST REGION",-38.07838392,145.4737861,"Dry","Clear"
"T20190000367","7/1/19",08:42:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",2,100,"BULOKE","NORTHERN REGION",-35.99866868,142.7790678,"Dry","Clear"
"T20190000368","6/1/19",16:00:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",2,100,"MURRINDINDI","NORTH EASTERN REGION",-37.39106006,145.2964699,"Dry","Clear"
"T20190000369","7/1/19",13:00:00,"Collision with vehicle","Monday","Day",3,5,"Not at intersection",3,40,"HUME","METROPOLITAN NORTH WEST REGION",-37.66648998,144.9328398,"Dry","Clear"
"T20190000376","2/1/19",18:00:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,60,"MOORABOOL","WESTERN REGION",-37.55161702,144.3468254,"Dry","Clear"
"T20190000377","7/1/19",17:20:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,50,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.71659099,144.7775094,"Dry","Clear"
"T20190000379","7/1/19",17:25:00,"Vehicle overturned (no collision)","Monday","Day",1,1,"Not at intersection",2,80,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.81903043,145.3134002,"Dry","Clear"
"T20190000383","7/1/19",18:49:00,"Collision with vehicle","Monday","Day",3,4,"T intersection",3,60,"HUME","METROPOLITAN NORTH WEST REGION",-37.62258162,144.9243574,"Dry","Clear"
"T20190000384","7/1/19",15:40:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,100,"SURF COAST","SOUTH WESTERN REGION",-38.47751078,143.9306981,"Dry","Clear"
"T20190000387","7/1/19",21:15:00,"Collision with vehicle","Monday","Dark Street lights on",2,2,"Cross intersection",2,70,"MANNINGHAM","METROPOLITAN SOUTH EAST REGION",-37.78700869,145.1437345,"Dry","Clear"
"T20190000390","7/1/19",21:30:00,"Collision with vehicle","Monday","Dark Street lights unknown",2,3,"T intersection",2,60,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.74967728,145.3365823,"Dry","Clear"
"T20190000392","7/1/19",22:25:00,"Collision with vehicle","Monday","Dark Street lights on",2,2,"T intersection",3,50,"HUME","METROPOLITAN NORTH WEST REGION",-37.69323514,144.8881446,"Dry","Clear"
"T20190000394","8/1/19",00:45:00,"Struck animal","Tuesday","Dark Street lights on",1,1,"Not at intersection",3,50,"BASS COAST","EASTERN REGION",-38.50879987,145.3557401,"Dry","Clear"
"T20190000400","8/1/19",05:00:00,"Struck animal","Tuesday","Dark No street lights",1,1,"Not at intersection",3,110,"BALLARAT","WESTERN REGION",-37.54075663,143.8849626,"Dry","Clear"
"T20190000403","7/1/19",12:40:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",1,110,"BULOKE","NORTHERN REGION",-35.24154,142.6917099,"Dry","Clear"
"T20190000405","8/1/19",07:40:00,"Collision with a fixed object","Tuesday","Day",1,1,"Not at intersection",3,60,"WODONGA","NORTH EASTERN REGION",-36.14691306,146.8704572,"Dry","Clear"
"T20190000406","7/1/19",14:50:00,"Collision with a fixed object","Monday","Day",1,1,"Cross intersection",2,60,"BAYSIDE","METROPOLITAN SOUTH EAST REGION",-37.89371532,144.9903007,"Dry","Clear"
"T20190000412","7/1/19",18:40:00,"Collision with vehicle","Monday","Day",4,4,"Not at intersection",3,70,"YARRA","METROPOLITAN NORTH WEST REGION",-37.8094104,144.9914039,"Dry","Clear"
"T20190000414","6/1/19",11:30:00,"Collision with vehicle","Sunday","Day",2,4,"Cross intersection",3,60,"ALPINE","NORTH EASTERN REGION",-36.55834152,146.7198117,"Dry","Clear"
"T20190000415","8/1/19",12:35:00,"Collision with vehicle","Tuesday","Day",2,2,"Multiple intersection",2,60,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.68628216,145.0023367,"Dry","Clear"
"T20190000419","8/1/19",11:30:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,50,"MOIRA","NORTH EASTERN REGION",-35.91770864,145.6491834,"Dry","Clear"
"T20190000422","8/1/19",13:15:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",2,80,"LATROBE","EASTERN REGION",-38.19285527,146.548479,"Dry","Clear"
"T20190000423","8/1/19",11:50:00,"Collision with vehicle","Tuesday","Day",3,5,"Not at intersection",3,60,"FRANKSTON","METROPOLITAN SOUTH EAST REGION",-38.14548567,145.1397294,"Dry","Clear"
"T20190000427","8/1/19",14:32:00,"Collision with a fixed object","Tuesday","Day",1,1,"Not at intersection",2,60,"HORSHAM","WESTERN REGION",-36.70542514,142.1854997,"Dry","Clear"
"T20190000430","8/1/19",11:55:00,"Collision with vehicle","Tuesday","Day",3,10,"Not at intersection",3,70,"CAMPASPE","NORTHERN REGION",-36.1414598,144.7297545,"Dry","Clear"
"T20190000432","8/1/19",16:00:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",2,50,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.78756533,144.9421388,"Dry","Clear"
"T20190000433","8/1/19",11:00:00,"Struck Pedestrian","Tuesday","Unknown",1,2,"Cross intersection",2,999,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.79973881,144.9577512,"Unknown","Not known"
"T20190000434","8/1/19",14:40:00,"Collision with vehicle","Tuesday","Day",4,5,"T intersection",3,80,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.81432346,144.7954007,"Dry","Clear"
"T20190000437","8/1/19",11:45:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,999,"WHITEHORSE","METROPOLITAN SOUTH EAST REGION",-37.82308057,145.1431447,"Unknown","Clear"
"T20190000439","8/1/19",16:00:00,"Collision with vehicle","Tuesday","Day",3,2,"Not at intersection",2,50,"CASEY","METROPOLITAN SOUTH EAST REGION",-37.98771211,145.2692504,"Dry","Clear"
"T20190000443","8/1/19",15:50:00,"Collision with a fixed object","Tuesday","Day",1,2,"Not at intersection",3,100,"BASS COAST","EASTERN REGION",-38.46731,145.2201704,"Dry","Clear"
"T20190000445","8/1/19",17:26:00,"collision with some other object","Tuesday","Day",1,1,"Not at intersection",3,80,"MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",-37.73369162,144.8941598,"Dry","Clear"
"T20190000449","8/1/19",17:50:00,"Collision with vehicle","Tuesday","Dusk/Dawn",3,4,"Not at intersection",3,60,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.85316303,144.7366296,"Dry","Clear"
"T20190000452","8/1/19",16:22:00,"Collision with vehicle","Tuesday","Day",2,1,"T intersection",2,60,"STONNINGTON","METROPOLITAN SOUTH EAST REGION",-37.85959408,145.0154081,"Dry","Clear"
"T20190000453","8/1/19",20:25:00,"Collision with vehicle","Tuesday","Dusk/Dawn",4,4,"Not at intersection",3,60,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.83940037,144.976698,"Dry","Clear"
"T20190000454","8/1/19",20:00:00,"Collision with a fixed object","Tuesday","Day",1,1,"Not at intersection",2,80,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.71742765,144.8736882,"Dry","Clear"
"T20190000456","8/1/19",23:00:00,"Struck Pedestrian","Tuesday","Dark Street lights on",1,2,"Cross intersection",2,40,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.82036386,144.9575584,"Dry","Clear"
"T20190000458","9/1/19",02:25:00,"Collision with a fixed object","Wednesday","Dark Street lights on",1,1,"T intersection",2,50,"GLEN EIRA","METROPOLITAN SOUTH EAST REGION",-37.88594222,145.0563809,"Dry","Clear"
"T20190000463","9/1/19",05:10:00,"Collision with vehicle","Wednesday","Dusk/Dawn",2,2,"Cross intersection",3,60,"BALLARAT","WESTERN REGION",-37.56983458,143.8104559,"Dry","Clear"
"T20190000464","1/1/19",19:30:00,"Collision with vehicle","Tuesday","Day",2,3,"Not at intersection",3,80,"MARIBYRNONG","METROPOLITAN NORTH WEST REGION",-37.77979587,144.8542978,"Dry","Not known"
"T20190000467","9/1/19",09:49:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,60,"MILDURA","WESTERN REGION",-34.18310118,142.1549847,"Dry","Clear"
"T20190000471","9/1/19",11:20:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,100,"CASEY","METROPOLITAN SOUTH EAST REGION",-37.99375864,145.2612207,"Dry","Clear"
"T20190000473","8/1/19",12:30:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,40,"MARIBYRNONG","METROPOLITAN NORTH WEST REGION",-37.77631358,144.8912779,"Dry","Clear"
"T20190000475","8/1/19",14:25:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,80,"CORANGAMITE","SOUTH WESTERN REGION",-38.31488537,143.0861566,"Dry","Clear"
"T20190000476","6/1/19",12:40:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,999,"MAROONDAH","METROPOLITAN SOUTH EAST REGION",-37.77031195,145.2955951,"Dry","Clear"
"T20190000479","9/1/19",12:04:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,60,"MOYNE","SOUTH WESTERN REGION",-38.3827217,142.2291307,"Dry","Clear"
"T20190000480","9/1/19",13:07:00,"Collision with vehicle","Wednesday","Day",2,3,"Cross intersection",3,60,"SHEPPARTON","NORTH EASTERN REGION",-36.38833207,145.4318216,"Dry","Clear"
"T20190000481","9/1/19",11:30:00,"Collision with a fixed object","Wednesday","Day",1,5,"Not at intersection",3,100,"MOYNE","SOUTH WESTERN REGION",-38.00743802,142.7439128,"Dry","Clear"
"T20190000483","9/1/19",13:30:00,"Collision with vehicle","Wednesday","Day",3,3,"Cross intersection",3,60,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.6788434,145.0696554,"Dry","Clear"
"T20190000487","9/1/19",15:05:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",3,40,"BENDIGO","NORTHERN REGION",-36.77236419,144.3043465,"Dry","Clear"
"T20190000488","9/1/19",06:15:00,"No collision and no object struck","Wednesday","Day",1,1,"Not at intersection",2,40,"KNOX","METROPOLITAN SOUTH EAST REGION",-37.84856139,145.2277399,"Wet","Clear"
"T20190000491","9/1/19",14:44:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,60,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.3364817,144.9888758,"Dry","Clear"
"T20190000495","9/1/19",15:15:00,"Collision with vehicle","Wednesday","Day",3,4,"Not at intersection",2,70,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.87469969,145.1667569,"Dry","Clear"
"T20190000496","9/1/19",17:20:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,60,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.85442065,144.9711293,"Dry","Clear"
"T20190000497","9/1/19",17:45:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,60,"MITCHELL","NORTHERN REGION",-37.41686989,144.9790776,"Dry","Clear"
"T20190000498","9/1/19",16:30:00,"Collision with vehicle","Wednesday","Day",3,3,"Not at intersection",2,60,"MANNINGHAM","METROPOLITAN SOUTH EAST REGION",-37.7670601,145.2297722,"Dry","Not known"
"T20190000500","9/1/19",16:20:00,"Collision with vehicle","Wednesday","Day",2,3,"T intersection",2,90,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.7756819,145.4897233,"Dry","Clear"
"T20190000501","9/1/19",17:05:00,"collision with some other object","Wednesday","Day",1,1,"Not at intersection",2,100,"INDIGO","NORTH EASTERN REGION",-36.0929202,146.3685505,"Dry","Clear"
"T20190000509","9/1/19",16:27:00,"No collision and no object struck","Wednesday","Day",1,1,"Not at intersection",3,100,"BENDIGO","NORTHERN REGION",-36.68057207,144.2625627,"Dry","Clear"
"T20190000511","9/1/19",19:10:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,80,"CASEY","METROPOLITAN SOUTH EAST REGION",-37.99028633,145.2763842,"Dry","Not known"
"T20190000516","7/1/19",00:45:00,"Collision with a fixed object","Monday","Dark Street lights on",1,2,"Cross intersection",3,70,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.89344216,144.7287732,"Dry","Clear"
"T20190000518","9/1/19",23:00:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Cross intersection",3,70,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.70906814,145.0507621,"Dry","Clear"
"T20190000521","4/1/19",15:39:00,"Collision with vehicle","Friday","Day",2,2,"Cross intersection",3,40,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.81469309,145.0368231,"Dry","Clear"
"T20190000522","10/1/19",07:50:00,"Collision with vehicle","Thursday","Day",4,6,"Not at intersection",3,80,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-38.01193043,145.1405837,"Dry","Clear"
"T20190000524","9/1/19",07:15:00,"Struck animal","Wednesday","Day",1,1,"Not at intersection",3,60,"MOYNE","SOUTH WESTERN REGION",-38.51341017,142.7417427,"Dry","Clear"
"T20190000526","10/1/19",10:36:00,"Struck Pedestrian","Thursday","Day",1,2,"Not at intersection",3,50,"KNOX","METROPOLITAN SOUTH EAST REGION",-37.8838285,145.2750107,"Dry","Clear"
"T20190000527","5/1/19",17:50:00,"Collision with vehicle","Saturday","Day",2,2,"Cross intersection",3,60,"SHEPPARTON","NORTH EASTERN REGION",-36.38086096,145.4133133,"Dry","Clear"
"T20190000529","10/1/19",01:30:00,"Collision with a fixed object","Thursday","Dark No street lights",1,1,"Cross intersection",3,80,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.90271739,144.5110222,"Dry","Not known"
"T20190000530","10/1/19",13:45:00,"Collision with vehicle","Thursday","Day",2,10,"Cross intersection",3,50,"SHEPPARTON","NORTH EASTERN REGION",-36.37044504,145.4042636,"Dry","Clear"
"T20190000531","10/1/19",07:54:00,"Collision with vehicle","Thursday","Day",2,2,"T intersection",3,80,"FRANKSTON","METROPOLITAN SOUTH EAST REGION",-38.15415367,145.1845551,"Dry","Clear"
"T20190000534","10/1/19",13:09:00,"Collision with a fixed object","Thursday","Day",1,2,"Not at intersection",3,100,"WANGARATTA","NORTH EASTERN REGION",-36.38961796,146.505872,"Dry","Clear"
"T20190000537","10/1/19",11:48:00,"Collision with vehicle","Thursday","Day",2,3,"Cross intersection",3,80,"HUME","METROPOLITAN NORTH WEST REGION",-37.66577975,144.9549233,"Dry","Clear"
"T20190000539","10/1/19",13:20:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,50,"MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",-37.77173766,144.916178,"Dry","Clear"
"T20190000540","10/1/19",13:30:00,"Collision with vehicle","Thursday","Day",2,1,"Not at intersection",3,60,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.77175951,144.9794954,"Dry","Clear"
"T20190000543","9/1/19",21:40:00,"Struck animal","Wednesday","Dark No street lights",1,2,"Not at intersection",2,100,"GANNAWARRA","NORTHERN REGION",-35.84210001,144.1904855,"Dry","Clear"
"T20190000544","10/1/19",15:30:00,"Struck Pedestrian","Thursday","Day",1,2,"Not at intersection",3,40,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.81558151,144.9637748,"Dry","Clear"
"T20190000545","10/1/19",16:07:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,60,"YARRA","METROPOLITAN NORTH WEST REGION",-37.78346002,144.9775102,"Dry","Clear"
"T20190000546","10/1/19",14:50:00,"Collision with vehicle","Thursday","Day",2,2,"T intersection",3,50,"HUME","METROPOLITAN NORTH WEST REGION",-37.68722714,144.9278819,"Dry","Clear"
"T20190000547","10/1/19",15:57:00,"Collision with vehicle","Thursday","Day",4,5,"T intersection",2,70,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.76618134,144.7629091,"Dry","Clear"
"T20190000550","10/1/19",14:30:00,"Collision with vehicle","Thursday","Day",2,3,"Not at intersection",2,888,"EAST GIPPSLAND","EASTERN REGION",-37.47020052,148.6775686,"Dry","Clear"
"T20190000551","10/1/19",17:20:00,"Collision with a fixed object","Thursday","Day",1,1,"Not at intersection",3,50,"MAROONDAH","METROPOLITAN SOUTH EAST REGION",-37.79458526,145.2471497,"Dry","Clear"
